InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year,Month,DayOfWeek,Hour,Date,Region
549990,22607,WOODEN ROUNDERS GARDEN SET ,3,2011-04-13 17:31:00,9.95,16678,United Kingdom,29.85,2011,4,Wednesday,17,2011-04-13,UK
575176,22075,6 RIBBONS ELEGANT CHRISTMAS ,2,2011-11-08 18:29:00,1.63,15287,United Kingdom,3.26,2011,11,Tuesday,18,2011-11-08,UK
561321,21755,LOVE BUILDING BLOCK WORD,3,2011-07-26 12:59:00,5.95,13668,United Kingdom,17.85,2011,7,Tuesday,12,2011-07-26,UK
557129,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-06-16 19:59:00,5.45,17841,United Kingdom,5.45,2011,6,Thursday,19,2011-06-16,UK
581405,22727,ALARM CLOCK BAKELIKE RED ,1,2011-12-08 13:50:00,3.75,13521,United Kingdom,3.75,2011,12,Thursday,13,2011-12-08,UK
545698,22427,ENAMEL FLOWER JUG CREAM,1,2011-03-06 14:44:00,5.95,15572,United Kingdom,5.95,2011,3,Sunday,14,2011-03-06,UK
566013,23351,ROLL WRAP 50'S CHRISTMAS,1,2011-09-08 12:16:00,1.25,17004,United Kingdom,1.25,2011,9,Thursday,12,2011-09-08,UK
557500,DOT,DOTCOM POSTAGE,1,2011-06-20 15:27:00,167.02,15287,United Kingdom,167.02,2011,6,Monday,15,2011-06-20,UK
545853,21713,CITRONELLA CANDLE FLOWERPOT,4,2011-03-07 13:50:00,2.1,16517,United Kingdom,8.4,2011,3,Monday,13,2011-03-07,UK
564965,22727,ALARM CLOCK BAKELIKE RED ,4,2011-08-31 15:07:00,3.75,17677,United Kingdom,15.0,2011,8,Wednesday,15,2011-08-31,UK
573543,21165,BEWARE OF THE CAT METAL SIGN ,2,2011-10-31 13:05:00,1.69,17777,United Kingdom,3.38,2011,10,Monday,13,2011-10-31,UK
572719,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,2011-10-25 15:03:00,1.65,13871,United Kingdom,9.9,2011,10,Tuesday,15,2011-10-25,UK
542886,84974,S/2 ZINC HEART DESIGN PLANTERS,2,2011-02-01 13:09:00,9.95,16515,United Kingdom,19.9,2011,2,Tuesday,13,2011-02-01,UK
574308,22907,PACK OF 20 NAPKINS PANTRY DESIGN,4,2011-11-03 16:45:00,0.85,16409,United Kingdom,3.4,2011,11,Thursday,16,2011-11-03,UK
546891,21272,SALLE DE BAIN HOOK,2,2011-03-17 18:18:00,2.46,15287,United Kingdom,4.92,2011,3,Thursday,18,2011-03-17,UK
548894,21415,CLAM SHELL SMALL ,1,2011-04-04 16:01:00,4.13,15287,United Kingdom,4.13,2011,4,Monday,16,2011-04-04,UK
564755,22994,TRAVEL CARD WALLET RETROSPOT,1,2011-08-30 10:31:00,0.83,15287,United Kingdom,0.83,2011,8,Tuesday,10,2011-08-30,UK
556528,47566,PARTY BUNTING,4,2011-06-13 11:36:00,4.95,13269,United Kingdom,19.8,2011,6,Monday,11,2011-06-13,UK
570425,20974,12 PENCILS SMALL TUBE SKULL,24,2011-10-10 13:54:00,0.65,15128,United Kingdom,15.6,2011,10,Monday,13,2011-10-10,UK
546403,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,2011-03-11 15:22:00,2.95,16766,United Kingdom,35.400000000000006,2011,3,Friday,15,2011-03-11,UK
566450,23203,JUMBO BAG VINTAGE DOILY ,10,2011-09-12 16:12:00,2.08,15673,United Kingdom,20.8,2011,9,Monday,16,2011-09-12,UK
563912,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2011-08-21 12:58:00,1.69,17675,United Kingdom,81.12,2011,8,Sunday,12,2011-08-21,UK
555924,90114,SUMMER DAISIES BAG CHARM,3,2011-06-07 17:12:00,2.46,15287,United Kingdom,7.38,2011,6,Tuesday,17,2011-06-07,UK
576274,22639,SET OF 4 NAPKIN CHARMS HEARTS,1,2011-11-14 14:24:00,2.55,17793,United Kingdom,2.55,2011,11,Monday,14,2011-11-14,UK
558295,21833,CAMOUFLAGE LED TORCH,12,2011-06-28 10:38:00,1.69,14481,United Kingdom,20.28,2011,6,Tuesday,10,2011-06-28,UK
536801,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-12-02 16:12:00,1.25,15287,United Kingdom,15.0,2010,12,Thursday,16,2010-12-02,UK
541131,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,2,2011-01-14 10:16:00,8.29,15287,United Kingdom,16.58,2011,1,Friday,10,2011-01-14,UK
540026,85094,CANDY SPOT EGG WARMER RABBIT,2,2011-01-04 13:25:00,0.85,15287,United Kingdom,1.7,2011,1,Tuesday,13,2011-01-04,UK
567661,23390,DOLLY GIRL MINI BACKPACK,1,2011-09-21 15:06:00,4.15,13959,United Kingdom,4.15,2011,9,Wednesday,15,2011-09-21,UK
557757,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2011-06-22 13:28:00,1.25,14606,United Kingdom,1.25,2011,6,Wednesday,13,2011-06-22,UK
557409,47566,PARTY BUNTING,24,2011-06-20 11:34:00,4.95,15410,United Kingdom,118.8,2011,6,Monday,11,2011-06-20,UK
551294,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,2011-04-27 14:43:00,1.45,13468,United Kingdom,17.4,2011,4,Wednesday,14,2011-04-27,UK
578068,22574,HEART WOODEN CHRISTMAS DECORATION,10,2011-11-22 15:45:00,0.85,14505,United Kingdom,8.5,2011,11,Tuesday,15,2011-11-22,UK
555640,22386,JUMBO BAG PINK POLKADOT,10,2011-06-06 13:06:00,2.08,14475,United Kingdom,20.8,2011,6,Monday,13,2011-06-06,UK
548038,84748,FOLK FELT HANGING MULTICOL GARLAND,4,2011-03-29 12:03:00,3.75,15696,United Kingdom,15.0,2011,3,Tuesday,12,2011-03-29,UK
568135,21810,CHRISTMAS HANGING STAR WITH BELL,10,2011-09-23 17:04:00,0.83,15287,United Kingdom,8.299999999999999,2011,9,Friday,17,2011-09-23,UK
542107,21900,"KEY FOB , SHED",4,2011-01-25 13:38:00,0.65,16222,United Kingdom,2.6,2011,1,Tuesday,13,2011-01-25,UK
579512,21147,JINGLE BELLS TREE DECORATION,1,2011-11-29 16:47:00,1.63,15287,United Kingdom,1.63,2011,11,Tuesday,16,2011-11-29,UK
570049,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,3,2011-10-07 10:55:00,0.55,17228,United Kingdom,1.65,2011,10,Friday,10,2011-10-07,UK
561209,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,1,2011-07-25 16:57:00,4.13,15287,United Kingdom,4.13,2011,7,Monday,16,2011-07-25,UK
565151,22980,PANTRY SCRUBBING BRUSH,2,2011-09-01 14:29:00,1.65,16923,United Kingdom,3.3,2011,9,Thursday,14,2011-09-01,UK
554056,37479B,CUBIC MUG FLOCK BLUE ON BROWN,1,2011-05-20 15:40:00,0.39,15287,United Kingdom,0.39,2011,5,Friday,15,2011-05-20,UK
566061,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-09-08 15:36:00,1.45,13267,United Kingdom,17.4,2011,9,Thursday,15,2011-09-08,UK
565841,23203,JUMBO BAG VINTAGE DOILY ,1,2011-09-07 12:04:00,4.13,15287,United Kingdom,4.13,2011,9,Wednesday,12,2011-09-07,UK
578521,23137,ZINC WIRE SWEETHEART LETTER TRAY,1,2011-11-24 14:06:00,3.75,17812,United Kingdom,3.75,2011,11,Thursday,14,2011-11-24,UK
564573,21528,DAIRY MAID TRADITIONAL TEAPOT ,1,2011-08-26 11:19:00,6.95,14606,United Kingdom,6.95,2011,8,Friday,11,2011-08-26,UK
539743,21658,GLASS  BEURRE DISH,1,2010-12-21 15:20:00,8.47,15287,United Kingdom,8.47,2010,12,Tuesday,15,2010-12-21,UK
543470,21211,SET OF 72 SKULL PAPER  DOILIES,12,2011-02-08 14:58:00,1.45,16951,United Kingdom,17.4,2011,2,Tuesday,14,2011-02-08,UK
567667,23298,SPOTTY BUNTING,2,2011-09-21 15:24:00,10.79,15287,United Kingdom,21.58,2011,9,Wednesday,15,2011-09-21,UK
565478,22998,TRAVEL CARD WALLET KEEP CALM,6,2011-09-05 11:18:00,0.42,15005,United Kingdom,2.52,2011,9,Monday,11,2011-09-05,UK
540499,21259,VICTORIAN SEWING BOX SMALL ,4,2011-01-09 10:21:00,5.95,16923,United Kingdom,23.8,2011,1,Sunday,10,2011-01-09,UK
561330,21991,BOHEMIAN COLLAGE STATIONERY SET,12,2011-07-26 14:03:00,1.25,16019,United Kingdom,15.0,2011,7,Tuesday,14,2011-07-26,UK
552493,21931,JUMBO STORAGE BAG SUKI,7,2011-05-09 16:21:00,2.08,15287,United Kingdom,14.56,2011,5,Monday,16,2011-05-09,UK
555845,22540,MINI JIGSAW CIRCUS PARADE ,1,2011-06-07 13:19:00,0.42,17015,United Kingdom,0.42,2011,6,Tuesday,13,2011-06-07,UK
571671,16008,SMALL FOLDING SCISSOR(POINTED EDGE),48,2011-10-18 13:15:00,0.12,16940,United Kingdom,5.76,2011,10,Tuesday,13,2011-10-18,UK
558475,16020C,CLEAR STATIONERY BOX SET ,6,2011-06-29 15:58:00,0.83,15287,United Kingdom,4.98,2011,6,Wednesday,15,2011-06-29,UK
539492,21914,BLUE HARMONICA IN BOX ,1,2010-12-20 10:14:00,2.51,15287,United Kingdom,2.51,2010,12,Monday,10,2010-12-20,UK
558614,22208,WOOD STAMP SET THANK YOU,9,2011-06-30 15:56:00,0.83,15287,United Kingdom,7.47,2011,6,Thursday,15,2011-06-30,UK
556093,22297,HEART IVORY TRELLIS SMALL,1,2011-06-08 15:26:00,2.46,15287,United Kingdom,2.46,2011,6,Wednesday,15,2011-06-08,UK
581404,22469,HEART OF WICKER SMALL,2,2011-12-08 13:47:00,1.65,13680,United Kingdom,3.3,2011,12,Thursday,13,2011-12-08,UK
577539,21287,SCENTED VELVET LOUNGE CANDLE ,72,2011-11-20 14:24:00,0.38,14547,United Kingdom,27.36,2011,11,Sunday,14,2011-11-20,UK
546759,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,8,2011-03-16 13:58:00,8.5,12712,Germany,68.0,2011,3,Wednesday,13,2011-03-16,Europe
564539,23199,JUMBO BAG APPLES,10,2011-08-25 15:22:00,2.08,12715,Sweden,20.8,2011,8,Thursday,15,2011-08-25,Europe
552614,22927,GREEN GIANT GARDEN THERMOMETER,2,2011-05-10 12:51:00,5.95,14849,United Kingdom,11.9,2011,5,Tuesday,12,2011-05-10,UK
577400,23203,JUMBO BAG VINTAGE DOILY ,10,2011-11-18 17:20:00,2.08,16201,United Kingdom,20.8,2011,11,Friday,17,2011-11-18,UK
564191,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,2011-08-23 16:16:00,1.69,17315,United Kingdom,1.69,2011,8,Tuesday,16,2011-08-23,UK
565407,22534,MAGIC DRAWING SLATE SPACEBOY ,3,2011-09-04 11:00:00,0.42,16983,United Kingdom,1.26,2011,9,Sunday,11,2011-09-04,UK
543448,22382,LUNCH BAG SPACEBOY DESIGN ,3,2011-02-08 12:12:00,4.13,15287,United Kingdom,12.39,2011,2,Tuesday,12,2011-02-08,UK
556184,23298,SPOTTY BUNTING,6,2011-06-09 11:39:00,4.95,16592,United Kingdom,29.700000000000003,2011,6,Thursday,11,2011-06-09,UK
580399,21892,TRADITIONAL WOODEN CATCH CUP GAME ,3,2011-12-04 11:45:00,1.25,13471,United Kingdom,3.75,2011,12,Sunday,11,2011-12-04,UK
572196,23525,WALL ART BUFFALO BILL ,120,2011-10-21 11:54:00,2.65,18102,United Kingdom,318.0,2011,10,Friday,11,2011-10-21,UK
544673,22908,PACK OF 20 NAPKINS RED APPLES,9,2011-02-22 15:46:00,0.85,13421,United Kingdom,7.649999999999999,2011,2,Tuesday,15,2011-02-22,UK
579102,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,2011-11-28 11:33:00,7.9,14911,EIRE,15.8,2011,11,Monday,11,2011-11-28,Europe
537429,22489,PACK OF 12 TRADITIONAL CRAYONS,8,2010-12-06 15:54:00,0.42,12748,United Kingdom,3.36,2010,12,Monday,15,2010-12-06,UK
540821,21494,ROTATING LEAVES T-LIGHT HOLDER,11,2011-01-11 13:16:00,1.66,15287,United Kingdom,18.26,2011,1,Tuesday,13,2011-01-11,UK
536821,21086,SET/6 RED SPOTTY PAPER CUPS,6,2010-12-02 17:17:00,0.65,17757,United Kingdom,3.9,2010,12,Thursday,17,2010-12-02,UK
564857,15056bl,EDWARDIAN PARASOL BLACK,2,2011-08-31 09:23:00,12.46,15287,United Kingdom,24.92,2011,8,Wednesday,9,2011-08-31,UK
566060,22151,PLACE SETTING WHITE HEART,1,2011-09-08 15:27:00,1.63,15287,United Kingdom,1.63,2011,9,Thursday,15,2011-09-08,UK
563098,23170,REGENCY TEA PLATE ROSES ,12,2011-08-12 09:14:00,1.65,14911,EIRE,19.8,2011,8,Friday,9,2011-08-12,Europe
540275,20725,LUNCH BAG RED RETROSPOT,100,2011-01-06 12:11:00,1.45,13680,United Kingdom,145.0,2011,1,Thursday,12,2011-01-06,UK
537240,21847,GREEN  DIAMANTE PEN IN GIFT BOX,1,2010-12-06 10:08:00,4.21,15287,United Kingdom,4.21,2010,12,Monday,10,2010-12-06,UK
570488,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,2011-10-10 17:12:00,7.46,14096,United Kingdom,7.46,2011,10,Monday,17,2011-10-10,UK
569919,23188,VINTAGE  2 METER FOLDING RULER,12,2011-10-06 17:08:00,1.65,15300,United Kingdom,19.8,2011,10,Thursday,17,2011-10-06,UK
560772,22569,FELTCRAFT CUSHION BUTTERFLY,2,2011-07-20 16:12:00,7.46,15287,United Kingdom,14.92,2011,7,Wednesday,16,2011-07-20,UK
574481,22983,CARD BILLBOARD FONT,12,2011-11-04 12:45:00,0.42,18022,United Kingdom,5.04,2011,11,Friday,12,2011-11-04,UK
575477,22589,CARDHOLDER GINGHAM STAR,1,2011-11-09 16:14:00,4.96,15287,United Kingdom,4.96,2011,11,Wednesday,16,2011-11-09,UK
543291,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2011-02-07 10:50:00,7.95,14180,United Kingdom,15.9,2011,2,Monday,10,2011-02-07,UK
571797,22069,BROWN  PIRATE TREASURE CHEST ,1,2011-10-19 11:41:00,4.13,15287,United Kingdom,4.13,2011,10,Wednesday,11,2011-10-19,UK
537049,22867,HAND WARMER BIRD DESIGN,12,2010-12-05 11:04:00,2.1,16241,United Kingdom,25.200000000000003,2010,12,Sunday,11,2010-12-05,UK
566604,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,2011-09-13 16:26:00,2.95,16279,United Kingdom,8.850000000000001,2011,9,Tuesday,16,2011-09-13,UK
553187,23208,LUNCH BAG VINTAGE LEAF DESIGN,5,2011-05-15 12:53:00,1.65,16809,United Kingdom,8.25,2011,5,Sunday,12,2011-05-15,UK
559052,23084,RABBIT NIGHT LIGHT,3,2011-07-05 16:53:00,4.13,15287,United Kingdom,12.39,2011,7,Tuesday,16,2011-07-05,UK
553538,21231,SWEETHEART CERAMIC TRINKET BOX,4,2011-05-17 15:26:00,1.25,15855,United Kingdom,5.0,2011,5,Tuesday,15,2011-05-17,UK
573151,22842,BISCUIT TIN VINTAGE RED,1,2011-10-27 20:09:00,6.75,17602,United Kingdom,6.75,2011,10,Thursday,20,2011-10-27,UK
570726,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,6,2011-10-12 11:32:00,2.1,16607,United Kingdom,12.6,2011,10,Wednesday,11,2011-10-12,UK
555631,47566,PARTY BUNTING,2,2011-06-06 12:06:00,4.95,18118,United Kingdom,9.9,2011,6,Monday,12,2011-06-06,UK
573274,22736,RIBBON REEL MAKING SNOWMEN ,2,2011-10-28 13:10:00,4.13,15287,United Kingdom,8.26,2011,10,Friday,13,2011-10-28,UK
580729,23210,WHITE ROCKING HORSE HAND PAINTED,3,2011-12-05 17:24:00,2.46,15287,United Kingdom,7.38,2011,12,Monday,17,2011-12-05,UK
576837,21880,RED RETROSPOT TAPE,1,2011-11-16 15:16:00,0.42,15287,United Kingdom,0.42,2011,11,Wednesday,15,2011-11-16,UK
567184,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-09-18 15:41:00,3.95,16033,United Kingdom,3.95,2011,9,Sunday,15,2011-09-18,UK
558126,22804,CANDLEHOLDER PINK HANGING HEART,32,2011-06-27 10:29:00,2.55,15482,United Kingdom,81.6,2011,6,Monday,10,2011-06-27,UK
541497,35646,VINTAGE BEAD PINK EVENING BAG,1,2011-01-18 15:19:00,2.46,15287,United Kingdom,2.46,2011,1,Tuesday,15,2011-01-18,UK
545715,21218,RED SPOTTY BISCUIT TIN,1,2011-03-07 10:13:00,8.29,15287,United Kingdom,8.29,2011,3,Monday,10,2011-03-07,UK
567668,23445,ICE CREAM BUBBLES,8,2011-09-21 15:29:00,1.63,15287,United Kingdom,13.04,2011,9,Wednesday,15,2011-09-21,UK
538883,22629,SPACEBOY LUNCH BOX ,1,2010-12-14 15:56:00,2.51,15287,United Kingdom,2.51,2010,12,Tuesday,15,2010-12-14,UK
557483,POST,POSTAGE,1,2011-06-20 14:17:00,18.0,12643,France,18.0,2011,6,Monday,14,2011-06-20,Europe
538349,90040A,MURANO STYLE GLASS BRACELET RED,1,2010-12-10 14:59:00,4.24,15287,United Kingdom,4.24,2010,12,Friday,14,2010-12-10,UK
564256,22951,60 CAKE CASES DOLLY GIRL DESIGN,6,2011-08-24 10:45:00,0.55,14796,United Kingdom,3.3000000000000003,2011,8,Wednesday,10,2011-08-24,UK
540464,22249,DECORATION WHITE CHICK MAGIC GARDEN,32,2011-01-07 13:17:00,0.72,14298,United Kingdom,23.04,2011,1,Friday,13,2011-01-07,UK
570843,23312,VINTAGE CHRISTMAS GIFT SACK,4,2011-10-12 14:22:00,4.15,17293,United Kingdom,16.6,2011,10,Wednesday,14,2011-10-12,UK
562560,20972,PINK CREAM FELT CRAFT TRINKET BOX ,2,2011-08-05 17:12:00,1.25,14156,EIRE,2.5,2011,8,Friday,17,2011-08-05,Europe
575877,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2011-11-11 13:25:00,4.25,14907,United Kingdom,34.0,2011,11,Friday,13,2011-11-11,UK
552978,21035,SET/2 RED RETROSPOT TEA TOWELS ,100,2011-05-12 14:46:00,2.75,12590,Germany,275.0,2011,5,Thursday,14,2011-05-12,Europe
578827,22614,PACK OF 12 SPACEBOY TISSUES,1,2011-11-25 14:25:00,0.83,15287,United Kingdom,0.83,2011,11,Friday,14,2011-11-25,UK
555854,23156,SET OF 5 MINI GROCERY MAGNETS,1,2011-06-07 13:47:00,2.08,12748,United Kingdom,2.08,2011,6,Tuesday,13,2011-06-07,UK
537595,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2010-12-07 12:29:00,5.95,13569,United Kingdom,11.9,2010,12,Tuesday,12,2010-12-07,UK
558738,22956,36 FOIL HEART CAKE CASES,6,2011-07-01 15:35:00,2.1,12922,United Kingdom,12.6,2011,7,Friday,15,2011-07-01,UK
555201,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-06-01 12:10:00,1.25,16969,United Kingdom,30.0,2011,6,Wednesday,12,2011-06-01,UK
540647,22649,STRAWBERRY FAIRY CAKE TEAPOT,2,2011-01-10 14:57:00,4.95,17406,United Kingdom,9.9,2011,1,Monday,14,2011-01-10,UK
558752,23208,LUNCH BAG VINTAGE LEAF DESIGN,3,2011-07-03 11:40:00,1.65,16931,United Kingdom,4.949999999999999,2011,7,Sunday,11,2011-07-03,UK
577508,22292,HANGING CHICK  YELLOW DECORATION,1,2011-11-20 12:45:00,1.45,18127,United Kingdom,1.45,2011,11,Sunday,12,2011-11-20,UK
556108,82095,HEART BUTTONS JEWELLERY BOX,1,2011-06-08 17:59:00,4.96,15287,United Kingdom,4.96,2011,6,Wednesday,17,2011-06-08,UK
574950,35953,FOLKART STAR CHRISTMAS DECORATIONS,20,2011-11-08 09:29:00,0.61,15287,United Kingdom,12.2,2011,11,Tuesday,9,2011-11-08,UK
569358,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-10-03 14:53:00,2.1,18257,United Kingdom,12.6,2011,10,Monday,14,2011-10-03,UK
569673,23516,EMBROIDERED RIBBON REEL SOPHIE  ,1,2011-10-05 13:58:00,3.75,17222,United Kingdom,3.75,2011,10,Wednesday,13,2011-10-05,UK
557614,22997,TRAVEL CARD WALLET UNION JACK,48,2011-06-21 13:22:00,0.42,16394,United Kingdom,20.16,2011,6,Tuesday,13,2011-06-21,UK
562457,23233,WRAP POPPIES  DESIGN,50,2011-08-05 11:00:00,0.42,18079,United Kingdom,21.0,2011,8,Friday,11,2011-08-05,UK
553146,22424,ENAMEL BREAD BIN CREAM,1,2011-05-13 13:52:00,12.75,14873,United Kingdom,12.75,2011,5,Friday,13,2011-05-13,UK
558756,21876,POTTERING MUG,12,2011-07-03 12:21:00,1.25,12843,United Kingdom,15.0,2011,7,Sunday,12,2011-07-03,UK
548993,22662,LUNCH BAG DOLLY GIRL DESIGN,100,2011-04-05 13:56:00,1.45,12753,Japan,145.0,2011,4,Tuesday,13,2011-04-05,Asia
554920,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-05-27 12:41:00,7.95,16275,United Kingdom,15.9,2011,5,Friday,12,2011-05-27,UK
561214,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,3,2011-07-25 17:00:00,4.96,15287,United Kingdom,14.88,2011,7,Monday,17,2011-07-25,UK
567667,22703,PINK CAT BOWL,1,2011-09-21 15:24:00,1.63,15287,United Kingdom,1.63,2011,9,Wednesday,15,2011-09-21,UK
566282,22158,3 HEARTS HANGING DECORATION RUSTIC,24,2011-09-11 14:29:00,2.95,15782,United Kingdom,70.80000000000001,2011,9,Sunday,14,2011-09-11,UK
558558,20726,LUNCH BAG WOODLAND,2,2011-06-30 13:17:00,1.65,17841,United Kingdom,3.3,2011,6,Thursday,13,2011-06-30,UK
574941,22551,PLASTERS IN TIN SPACEBOY,158,2011-11-07 17:42:00,3.95,15287,United Kingdom,624.1,2011,11,Monday,17,2011-11-07,UK
563026,22383,LUNCH BAG SUKI DESIGN ,1,2011-08-11 14:04:00,1.65,15747,United Kingdom,1.65,2011,8,Thursday,14,2011-08-11,UK
558558,21926,RED/CREAM STRIPE CUSHION COVER ,2,2011-06-30 13:17:00,1.25,17841,United Kingdom,2.5,2011,6,Thursday,13,2011-06-30,UK
575753,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,1,2011-11-11 10:41:00,0.29,17841,United Kingdom,0.29,2011,11,Friday,10,2011-11-11,UK
541011,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-01-13 11:26:00,0.85,15447,United Kingdom,10.2,2011,1,Thursday,11,2011-01-13,UK
562880,85099B,JUMBO BAG RED RETROSPOT,200,2011-08-10 10:53:00,1.79,15838,United Kingdom,358.0,2011,8,Wednesday,10,2011-08-10,UK
537237,21137,BLACK RECORD COVER FRAME,1,2010-12-06 09:58:00,7.62,15287,United Kingdom,7.62,2010,12,Monday,9,2010-12-06,UK
580965,23174,REGENCY SUGAR BOWL GREEN,4,2011-12-06 14:52:00,4.15,12417,Belgium,16.6,2011,12,Tuesday,14,2011-12-06,Europe
560772,22085,PAPER CHAIN KIT SKULLS ,6,2011-07-20 16:12:00,2.46,15287,United Kingdom,14.76,2011,7,Wednesday,16,2011-07-20,UK
568228,22196,SMALL HEART MEASURING SPOONS,12,2011-09-26 11:02:00,0.85,15358,United Kingdom,10.2,2011,9,Monday,11,2011-09-26,UK
543033,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-02-02 15:48:00,3.75,17841,United Kingdom,3.75,2011,2,Wednesday,15,2011-02-02,UK
545544,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-03-03 14:56:00,0.42,14057,United Kingdom,10.08,2011,3,Thursday,14,2011-03-03,UK
538351,22081,RIBBON REEL FLORA + FAUNA ,1,2010-12-10 15:17:00,4.21,15287,United Kingdom,4.21,2010,12,Friday,15,2010-12-10,UK
540365,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-01-06 16:12:00,2.95,12413,France,17.700000000000003,2011,1,Thursday,16,2011-01-06,Europe
579196,21984,PACK OF 12 PINK PAISLEY TISSUES ,3,2011-11-28 15:54:00,0.83,14096,United Kingdom,2.49,2011,11,Monday,15,2011-11-28,UK
548367,23051,RECYCLED ACAPULCO MAT BLUE,2,2011-03-30 15:51:00,8.25,17677,United Kingdom,16.5,2011,3,Wednesday,15,2011-03-30,UK
559163,22204,MILK PAN BLUE POLKADOT,1,2011-07-06 16:33:00,3.29,15287,United Kingdom,3.29,2011,7,Wednesday,16,2011-07-06,UK
578292,22867,HAND WARMER BIRD DESIGN,1,2011-11-23 14:35:00,2.1,13174,United Kingdom,2.1,2011,11,Wednesday,14,2011-11-23,UK
537781,84378,SET OF 3 HEART COOKIE CUTTERS,1,2010-12-08 12:46:00,1.25,17341,United Kingdom,1.25,2010,12,Wednesday,12,2010-12-08,UK
570008,22689,DOORMAT MERRY CHRISTMAS RED ,2,2011-10-07 09:30:00,8.25,13359,United Kingdom,16.5,2011,10,Friday,9,2011-10-07,UK
566405,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,24,2011-09-12 13:41:00,2.95,17919,United Kingdom,70.80000000000001,2011,9,Monday,13,2011-09-12,UK
580983,22899,CHILDREN'S APRON DOLLY GIRL ,1,2011-12-06 16:26:00,4.13,15287,United Kingdom,4.13,2011,12,Tuesday,16,2011-12-06,UK
537800,72709,IVORY SCULPTED RND CANDLE ,9,2010-12-08 13:08:00,0.85,12748,United Kingdom,7.649999999999999,2010,12,Wednesday,13,2010-12-08,UK
537772,22908,PACK OF 20 NAPKINS RED APPLES,2,2010-12-08 12:35:00,0.85,18043,United Kingdom,1.7,2010,12,Wednesday,12,2010-12-08,UK
566283,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-09-11 14:34:00,0.42,17838,United Kingdom,3.36,2011,9,Sunday,14,2011-09-11,UK
563349,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2,2011-08-15 13:51:00,3.25,14623,United Kingdom,6.5,2011,8,Monday,13,2011-08-15,UK
558614,23141,TRIPLE WIRE HOOK PINK HEART,3,2011-06-30 15:56:00,4.13,15287,United Kingdom,12.39,2011,6,Thursday,15,2011-06-30,UK
552614,23202,JUMBO BAG VINTAGE LEAF,10,2011-05-10 12:51:00,2.08,14849,United Kingdom,20.8,2011,5,Tuesday,12,2011-05-10,UK
537205,20754,RETROSPOT RED WASHING UP GLOVES,6,2010-12-05 14:52:00,2.1,13034,United Kingdom,12.6,2010,12,Sunday,14,2010-12-05,UK
560603,23086,ZINC  STAR T-LIGHT HOLDER ,16,2011-07-20 08:59:00,1.25,18180,United Kingdom,20.0,2011,7,Wednesday,8,2011-07-20,UK
544463,90184C,BLACK CHUNKY BEAD BRACELET W STRAP,1,2011-02-20 14:31:00,8.95,12988,United Kingdom,8.95,2011,2,Sunday,14,2011-02-20,UK
559330,20717,STRAWBERRY SHOPPER BAG,10,2011-07-07 15:44:00,1.25,17696,United Kingdom,12.5,2011,7,Thursday,15,2011-07-07,UK
559354,21172,PARTY METAL SIGN ,12,2011-07-07 18:02:00,1.45,16012,United Kingdom,17.4,2011,7,Thursday,18,2011-07-07,UK
574561,22585,PACK OF 6 BIRDY GIFT TAGS,1,2011-11-04 15:52:00,2.46,15287,United Kingdom,2.46,2011,11,Friday,15,2011-11-04,UK
558475,84596G,SMALL CHOCOLATES PINK BOWL,2,2011-06-29 15:58:00,0.83,15287,United Kingdom,1.66,2011,6,Wednesday,15,2011-06-29,UK
